1, 2, 4, 8, 16, 32
127782, 96046, 70669, 55485, 46388, 39253
126349, 95387, 73424, 56715, 45111, 39591
123898, 95021, 72215, 55340, 44226, 38639
126390, 96556, 68858, 54609, 42825, 37733
122595, 93052, 67865, 54991, 42640, 39564
121929, 95846, 69273, 56141, 43075, 39226
121363, 96498, 70798, 54822, 43893, 38050
