1, 2, 4, 8, 16, 32
143408, 110958, 79923, 65841, 49466, 44328
142052, 111858, 82452, 65829, 52789, 43008
140900, 112450, 82546, 65702, 48960, 42141
141703, 109679, 83803, 65887, 49602, 43179
150606, 110844, 81658, 67292, 49996, 44647
146211, 110561, 83249, 64925, 50916, 41947
144112, 111706, 81826, 65910, 51811, 45022
